집계일자,시군명,구분명,전화번호안내,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
2021-06-23,연천군,신서119지역대,031-830-0526,11000,경기도 연천군 신서면 연신로 1134,경기도 연천군 신서면 도신리 285-2,38.1830304843,127.1067428986
2021-06-23,연천군,보건의료원,031-839-4014,11027,경기도 연천군 전곡읍 은대성로 95,경기도 연천군 전곡읍 은대리 577-36,38.0235512237,127.0609862377
2021-06-23,연천군,농업기술센터,031-839-4201,11013,경기도 연천군 연천읍 차현로 139,경기도 연천군 연천읍 차탄리 1-1,38.1040569576,127.0768039962
2021-06-23,연천군,통일평생교육원,031-839-4434,11037,경기도 연천군 전곡읍 전곡역로 66번길 53,경기도 연천군 전곡읍 전곡리 333-84,38.0222210543,127.0717721672
2021-06-23,연천군,연천읍행정복지센터,031-839-2601,11013,경기도 연천군 연천읍 연천로 302,경기도 연천군 연천읍 차탄리 4-4,38.1036381047,127.0756202024
2021-06-23,연천군,전곡읍행정복지센터,031-839-2602,11027,경기도 연천군 전곡읍 은전로 45,경기도 연천군 전곡읍 은대리 573,38.0279865448,127.0636829653
2021-06-23,연천군,군남면행정복지센터,031-839-2603,11006,경기도 연천군 군남면 군남로 417,경기도 연천군 군남면 삼거리 400-5,38.0851875866,127.0190654433
2021-06-23,연천군,청산면행정복지센터,031-839-2604,11023,경기도 연천군 청산면 청신로 71,경기도 연천군 청산면 초성리 440-15,37.9817388317,127.0677829625
2021-06-23,연천군,미산면행정복지센터,031-839-2606,11045,경기도 연천군 미산면 유노로 110,경기도 연천군 미산면 유촌리 384-2,38.0474311724,126.9928256683
2021-06-23,연천군,왕징면행정복지센터,031-839-2607,11044,경기도 연천군 왕징면 왕산로 44,경기도 연천군 왕징면 무등리 8-2,38.0585291696,127.0127882249
2021-06-23,연천군,중면행정복지센터,031-839-2609,11004,경기도 연천군 중면 군중로 400,경기도 연천군 중면 삼곶리 302,38.1358298234,127.0190984180
2021-06-23,연천군,연천경찰서,031-830-0200,11014,경기도 연천군 연천읍 연천로 239,경기도 연천군 연천읍 차탄리 34-56,38.0982867177,127.0737237027
2021-06-23,연천군,연천파출소,031-834-1112,11012,경기도 연천군 연천읍 문화로 67-1,경기도 연천군 연천읍 문화로 67-1,38.0996246152,127.0773313913
2021-06-23,연천군,전곡파출소,031-832-2112,11031,경기도 연천군 전곡읍 선사로 410,경기도 연천군 전곡읍 전곡리 328-40,38.0255895489,127.0736211370
2021-06-23,연천군,군남파출소,031-833-8222,11006,경기도 연천군 군남면 군남로 407,경기도 연천군 군남면 삼거리 400-14,38.0840327792,127.0187765355
2021-06-23,연천군,백학파출소,031-835-5112,11048,경기도 연천군 백학면 청정로 534-1,경기도 연천군 백학면 두일리 367-3,38.0307136965,126.9172473133
2021-06-23,연천군,청산파술소,031-832-4112,11023,경기도 연천군 청산면 평화로 229,경기도 연천군 청산면 초성리 187-7,37.9940398273,127.0698177308
2021-06-23,연천군,왕징파출소,031-833-9112,11044,경기도 연천군 왕징면 왕산로 28번길 3,경기도 연천군 왕징면 무등리 17-,38.0572593067,127.0130132181
2021-06-23,연천군,신서파출소,031-834-8142,11000,경기도 연천군 신서면 연신로 1153,경기도 연천군 신서면 도신리 285-11,38.1847803432,127.1071673953
2021-06-23,연천군,연천교육지원청,031-839-0212,11013,경기도 연천군 연천읍 연천로 356-1,경기도 연천군 연천읍 현가리 43-13,38.1088220565,127.0760806992
2021-06-23,연천군,맑은물관리사업소,031-839-4301,11006,경기도 연천군 군남면 솔너머길 101,경기도 연천군 군남면 선곡리 600,38.1061117955,127.0221733739
2021-06-23,연천군,백학면행정복지센터,031-839-2605,11048,경기도 연천군 백학면 청정로 534,경기도 연천군 백학면 두일리 370,38.0303805770,126.9173183189
2021-06-23,연천군,연천군청,031-839-2114,11017,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1,38.0965166652,127.0752280078
2021-06-23,연천군,신서면행정복지센터,031-839-2608,11000,경기도 연천군 신서면 연신로 1130,경기도 연천군 신서면 도신리 285-2,38.1829500990,127.1069602770
2021-06-23,연천군,장남면행정복지센터,031-839-2610,11050,경기도 연천군 장남면 장백로 244,경기도 연천군 장남면 원당리 681-5,37.9817681892,126.8842026759
2021-06-23,연천군,연천고등학교,031-834-1427,11013,경기도 연천군 연천읍 연천로336번길 13,경기도 연천군 연천읍 현가리 51-1,38.1082203173,127.0766659121
2021-06-23,연천군,화요일아침예술학교,070-8891-3830,11040,경기도 연천군 전곡읍 양원로268번길 106-125,경기도 연천군 전곡읍 양원리 764,37.9664793409,127.0210589578
2021-06-23,연천군,상리초등학교,031-834-1432,11009,경기도 연천군 연천읍 상리로 70,경기도 연천군 연천읍 상리 161-2,38.1353788221,127.0751055427
2021-06-23,연천군,은대초등학교,031-835-7616,11024,경기도 연천군 전곡읍 은대로 210,경기도 연천군 전곡읍 은대리 710-19,38.0528680687,127.0605262381
2021-06-23,연천군,화진초등학교,031-832-5366,11008,경기도 연천군 군남면 청정로 2289,경기도 연천군 군남면 황지리 345-2,38.0306192975,127.0402971834
2021-06-23,연천군,백의초등학교,031-835-3473,11021,경기도 연천군 청산면 청창로726번길38,경기도 연천군 청산면 백의리 824-24,38.0229002694,127.1341239934
2021-06-23,연천군,연천노곡초등학교,031-835-5067,11049,경기도 연천군 백학면 진목로 26,경기도 연천군 백학면 노곡리 714-2,37.9990219416,126.9166667502
2021-06-23,연천군,대광초등학교,031-834-8915,11000,경기도 연천군 신서면 연신로 1127-1,경기도 연천군 신서면 도신리 245-1,38.1830259643,127.1053955704
2021-06-23,연천군,연천등기소,031-834-0009,11013,경기도 연천군 연천읍 연천로 376,경기도 연천군 연천읍 현가리 45-2,38.1105780498,127.0756713075
2021-06-23,연천군,전곡우체국,031-832-0100,11034,경기도 연천군 전곡읍 전곡역로 69,경기도 연천군 전곡읍 전곡리 333-11,38.0244788983,127.0705740942
2021-06-23,연천군,청산우체국,031-835-3404,11020,경기도 연천군 청산면 아우라지길4,경기도 연천군 청산면 궁평리 53-1,38.0318680755,127.1089425937
2021-06-23,연천군,백학우체국,031-835-5205,11048,경기도 연천군 백학면 두백로 21,경기도 연천군 백학면 두일리519-11,38.0310421272,126.9144188682
2021-06-23,연천군,대광우체국,031-834-8001,11000,경기도 연천군 신서면 연신로 1151,경기도 연천군 신서면 도신리285-1,38.1846899899,127.1070993695
2021-06-23,연천군,연천119안전센터,031-830-0521,11012,경기도 연천군 연천읍 차현로 92,경기도 연천군 연천읍 차탄리 645,38.0994424769,127.0768078007
2021-06-23,연천군,군남119지역대,031-830-0507,11006,경기도 연천군 군남면 군남로 402,경기도 연천군 군남면 삼거리 413-15,38.0834756406,127.0191792821
2021-06-16,남양주시,수동면,031-590-2628,12031,경기도 남양주시 수동면 비룡로 729,경기도 남양주시 수동면 운수리 95-2번지,37.7036189725,127.3259208320
2021-06-16,남양주시,양정동,031-590-2654,12242,경기도 남양주시 홍유릉로 55,경기도 남양주시 일패동 466-10번지,37.6163532183,127.1871376217
2021-06-16,남양주시,평내동,031-590-2652,12223,경기도 남양주시 경춘로 1286,경기도 남양주시 평내동 588-2번지,37.6483984218,127.2360764571
2021-06-16,남양주시,조안면,031-590-2629,12282,경기도 남양주시 조안면 북한강로 120,경기도 남양주시 조안면 조안리 173-3번지,37.5358880470,127.3034473118
2021-06-16,남양주시,금곡양정 행정복지센터,031-590-2663,12238,경기도 남양주시 홍유릉로 350,경기도 남양주시 금곡동 434-12번지,37.6320752793,127.2056698947
2021-06-16,남양주시,호평평내 행정복지센터,031-590-2651,12151,경기도 남양주시 호평로68번길 21,경기도 남양주시 호평동 669번지,37.6545736558,127.2489446220
2021-06-16,남양주시,별내 행정복지센터,031-590-8094,12112,경기도 남양주시 별내3로 64-21,경기도 남양주시 별내동 1028번지,37.6461588019,127.1218784820
2021-06-16,남양주시,별내면,031-590-2606,12090,경기도 남양주시 별내면 청학로8번길 22,경기도 남양주시 별내면 광전리 122-6번지,37.7027000851,127.1248699119
2021-06-16,남양주시,동부출장소,031-590-8611,12190,경기도 남양주시 화도읍 경춘로2192번길 8-11,경기도 남양주시 화도읍 월산리 371-2번지,37.6532959907,127.3312532523
2021-06-16,남양주시,진접오남 행정복지센터,031-590-2622,12009,경기도 남양주시 진접읍 금강로 1509-26,경기도 남양주시 진접읍 장현리 68-39번지,37.7263415045,127.1898415502
2021-06-16,남양주시,남양주시청 제1청사,031-590-2114,12232,경기도 남양주시 경춘로 1037,경기도 남양주시 금곡동 185-10번지,37.6366920245,127.2174958647
2021-06-16,남양주시,다산2동,031-590-2655,12284,경기도 남양주시 다산지금로16번길 75,경기도 남양주시 다산동 3065번지,37.6076432375,127.1695110660
2021-06-16,남양주시,퇴계원읍,031-590-4935,12123,경기도 남양주시 퇴계원읍 도제원로 13,경기도 남양주시 퇴계원읍 퇴계원리 221-3번지,37.6489877221,127.1446608153
2021-06-16,남양주시,오남읍,031-590-2625,12036,경기도 남양주시 오남읍 진건오남로 806-34,경기도 남양주시 오남읍 양지리 96-10번지,37.6985739461,127.2048400136
2021-06-16,남양주시,다산 행정복지센터,031-590-1937,12248,경기도 남양주시 다산중앙로 7,경기도 남양주시 다산동 6150번지,37.6139217042,127.1555352229
2021-06-16,남양주시,진건퇴계원 행정복지센터,031-590-2604,12140,경기도 남양주시 진건읍 진건오남로 41-19,경기도 남양주시 진건읍 사능리 645-1번지,37.6546438579,127.1776921418
2021-06-16,남양주시,남양주시청 제2청사,031-590-2114,12284,경기도 남양주시 경춘로 522,경기도 남양주시 다산동 3159-7번지,37.6103498723,127.1704394905
2021-06-16,남양주시,와부조안 행정복지센터,031-590-2621,12212,경기도 남양주시 와부읍 월문천로 35,경기도 남양주시 와부읍 덕소리 117-1번지,37.5854675636,127.2171119172
2021-06-16,남양주시,화도수동 행정복지센터,031-590-2633,12173,경기도 남양주시 화도읍 비룡로 59,경기도 남양주시 화도읍 마석우리 548번지,37.6578542222,127.3007227034
2021-04-13,이천시,이천시청,031-644-2000,17379,경기도 이천시 부악로 40,경기도 이천시 중리동 490번지,37.272374,127.435044
2021-04-13,이천시,부발읍행정복지센터,031-633-0461,17324,경기도 이천시 부발읍 무촌로 121,경기도 이천시 부발읍 무촌리 168-8,37.283856,127.486907
2021-04-13,이천시,마장면행정복지센터,031-632-2001,17387,경기도 이천시 마장면 오천로 107,경기도 이천시 마장면 오천리 62-4,37.249129,127.357926
2021-04-13,이천시,신둔면행정복지센터,031-632-7001,17303,경기도 이천시 신둔면 경충대로 3128,경기도 이천시 신둔면 수광리 153-1,37.306469,127.404025
2021-04-13,이천시,모가면행정복지센터,031-632-3001,17408,경기도 이천시 모가면 진상미로 1295,경기도 이천시 모가면 진가리 114-6,37.171863,127.480154
2021-04-13,이천시,장호원읍행정복지센터,031-641-3001,17422,경기도 이천시 장호원읍 서동대로 8844-6,경기도 이천시 장호원읍 진암리 17-21,37.115146,127.616798
2021-04-13,이천시,증포동행정복지센터,031-633-1002,17346,경기도 이천시 증신로156번길 15,경기도 이천시 증포동 182-5,37.290389,127.452551
2021-04-13,이천시,율면행정복지센터,031-644-8001,17423,경기도 이천시 율면 고당로 132,경기도 이천시 율면 고당리 241-5,37.094528,127.546449
2021-04-13,이천시,설성면행정복지센터,031-641-6001,17411,경기도 이천시 설성면 설장로17번길 6-5,경기도 이천시 설성면 금당리 126-1,37.132645,127.522044
2021-04-13,이천시,대월면행정복지센터,031-632-1001,17343,경기도 이천시 대월면 사동로 1-10,경기도 이천시 대월면 초지리 220,37.230044,127.492405
2021-04-13,이천시,호법면행정복지센터,031-632-9001,17394,경기도 이천시 호법면 이섭대천로527번길 27,경기도 이천시 호법면 후안리 246,37.223229,127.424897
2021-04-13,이천시,백사면행정복지센터,031-644-8532,17312,경기도 이천시 백사면 현방로 65,경기도 이천시 백사면 현방리 87-7,37.339014,127.490691
2021-04-13,이천시,중리동행정복지센터,031-633-9003,17375,경기도 이천시 남천로 31,경기도 이천시 중리동 187,37.278087,127.441774
2021-04-13,이천시,창전동행정복지센터,031-633-9001,17365,경기도 이천시 영창로163번길 22,경기도 이천시 창전동 420-9,37.283097,127.441148
2020-07-14,양주시,시립도서관-장흥작은도서관,031-844-0987,11523,경기도 양주시 장흥면 호국로 470,경기도 양주시 장흥면 교현리 140,37.71373071,126.9693018
2020-07-14,양주시,시립도서관-광적도서관,031-8082-7480,11419,경기도 양주시 광적면 광적로42번길 5,경기도 양주시 광적면 가납리 857-2,37.823418,126.982719
2020-07-14,양주시,광적면행정복지센터,031-8082-7606,11419,경기도 양주시 광적면 가래비길 93,경기도 양주시 광적면 가납리 848-2,37.82458933,126.9836323
2020-07-14,양주시,백석파출소,031-867-9437,11504,경기도 양주시 백석읍 꿈나무로 142,경기도 양주시 백석읍 오산리 36-5,37.79645554,126.9904668
2020-07-14,양주시,백석우체국,031-879-2004,11508,경기도 양주시 백석읍 꿈나무로 7-5,경기도 양주시 백석읍 방성리 81-2,37.80540716,127.0005314
2020-07-14,양주시,덕계파출소,031-869-9431,11442,경기도 양주시 평화로 1427,경기도 양주시 덕계동 681-31,37.81822396,127.0456772
2020-07-14,양주시,양주2동행정복지센터,031-8082-7741,11493,경기도 양주시 고읍로 77,경기도 양주시 만송동 695,37.79689305,127.0803447
2020-07-14,양주시,회천1동행정복지센터,031-8082-7782,11450,경기도 양주시 덕정길 67,경기도 양주시 덕정동 140-1,37.84383275,127.0662082
2020-07-14,양주시,회천2동행정복지센터,031-8082-7801,11443,경기도 양주시 평화로1475번길 39,경기도 양주시 덕계동 467-8,37.82166554,127.0467574
2020-07-14,양주시,회천3동행정복지센터,031-8082-7824,11451,경기도 양주시 회정로 143,경기도 양주시 덕정동 206-6,37.83782645,127.0689196
2020-07-14,양주시,회천4동행정복지센터,031-8082-7843,11465,경기도 양주시 옥정로 397-7,경기도 양주시 율정동 609-6,37.83727149,127.0901715
2020-07-14,양주시,보건소,031-8082-7116,11498,경기도 양주시 부흥로 1533,경기도 양주시 남방동 1-1,37.78534893,127.0449188
2020-07-14,양주시,장흥보건지소,031-8082-7190,11520,경기도 양주시 장흥면 권율로 7,경기도 양주시 장흥면 일영리 137-2,37.71788509,126.9408766
2020-07-14,양주시,봉암보건진료소,031-863-5340,11425,경기도 양주시 은현면 봉암14길 6,경기도 양주시 은현면 봉암리 184-5,37.90772053,127.0074977
2020-07-14,양주시,연곡보건진료소,031-878-6290,11502,경기도 양주시 백석읍 부흥로419번길 26,경기도 양주시 백석읍 연곡리 241-2,37.81853277,126.9505046
2020-07-14,양주시,도시환경사업소,031-8082-6811,11447,경기도 양주시 평화로 1920,경기도 양주시 봉양동 932-6,37.85988168,127.0574032
2020-07-14,양주시,시립도서관-꿈나무도서관,031-8082-7401,11510,경기도 양주시 백석읍 꿈나무로 199,경기도 양주시 백석읍 오산리 548-4,37.79236464,126.9872752
2020-07-14,양주시,시립도서관-남면도서관,031-8082-7430,11404,경기도 양주시 남면 개나리17길 24,경기도 양주시 남면 신산리 268-6,37.899046,126.975932
2020-07-14,양주시,시립도서관-덕계도서관,031-8082-7450,11443,경기도 양주시 평화로1475번길 39,"경기도 양주시 덕계동 467-8 (회천2동복합청사 7,8층)",37.82166554,127.0467574
2020-07-14,양주시,시립도서관-양주희망도서관,031-8082-7460,11487,경기도 양주시 삼숭로38번길 78-47,경기도 양주시 삼숭동 202-36,37.795646,127.107486
2020-07-14,양주시,시립도서관-옥정호수도서관,031-8082-7470,11473,경기도 양주시 옥정동로 7길 110,경기도 양주시 옥정동 1035-1,37.822995,127.0885604
2020-07-14,양주시,양주경찰서,182-000-0000,11435,경기도 양주시 평화로 1699,경기도 양주시 회정동 84-7,37.84081437,127.0548961
2020-07-14,양주시,장흥파출소,031-869-9435,11520,경기도 양주시 장흥면 호국로 179,경기도 양주시 장흥면 일영리 139-4,37.71715373,126.9407055
2020-07-14,양주시,주내파출소,031-869-9434,11496,경기도 양주시 부흥로 1617,경기도 양주시 마전동 163-6,37.77912353,127.0516964
2020-07-14,양주시,고읍지구대,031-869-9433,11493,경기도 양주시 고읍로 83,경기도 양주시 만송동 695-3,37.79651917,127.0809285
2020-07-14,양주시,남면파출소,031-869-9439,11404,경기도 양주시 남면 개나리길 50,경기도 양주시 남면 신산리 285-183,37.8952284,126.9743632
2020-07-14,양주시,은현파출소,031-869-9438,11427,경기도 양주시 은현면 화합로941번길 336,경기도 양주시 은현면 선암리 196-16,37.86180978,127.0285352
2020-07-14,양주시,광적파출소,031-869-9436,11419,경기도 양주시 광적면 가래비길 54,경기도 양주시 광적면 가납리 741-2,37.82326017,126.986229
2020-07-14,양주시,양주소방서,031-849-8120,11504,경기도 양주시 백석읍 부흥로 1035번길 26,경기도 양주시 백석읍 오산리 513-1,37.79586973,126.9893961
2020-07-14,양주시,양주덕정동우체국,031-858-0001,11450,경기도 양주시 덕정길 29,경기도 양주시 덕정동 130-1,37.84418447,127.0639768
2020-07-14,양주시,양주2동우체국,031-845-2005,11493,경기도 양주시 고읍북로 5,경기도 양주시 만송동 695-2,37.79661986,127.0811316
2020-07-14,양주시,회천지구대,031-869-9430,11451,경기도 양주시 회정로 133,경기도 양주시 덕정동 206-3,37.83770242,127.0680463
2020-07-14,양주시,양주1동우체국,031-840-0004,11498,경기도 양주시 평화로 1009,경기도 양주시 남방동 17-2,37.78162197,127.0453186
2020-07-14,양주시,광적우체국,031-836-3004,11419,경기도 양주시 광적면 가래비6길 6,경기도 양주시 광적면 가납리 741-7,37.82350979,126.9859189
2020-07-14,양주시,은현우체국,031-863-5000,11427,경기도 양주시 은현면 은현로 73-36,경기도 양주시 은현면 선암리 342-33,37.87535545,127.0224355
2020-07-14,양주시,양주덕계우편취급국,031-863-0222,11443,경기도 양주시 평화로 1445,경기도 양주시 덕계동 466-18,37.81980938,127.0467472
2020-07-14,양주시,양주시청,031-8082-4114,11498,경기도 양주시 부흥로 1533,경기도 양주시 남방동 1-1,37.78534893,127.0449188
2020-07-14,양주시,백석읍행정복지센터,031-8082-7504,11516,경기도 양주시 백석읍 중앙로223번길 46,경기도 양주시 백석읍 오산리 532,37.7947803,126.9852893
2020-07-14,양주시,남면행정복지센터,031-8082-7572,11404,경기도 양주시 남면 개나리17길 6,경기도 양주시 남면 신산리 257-2,37.89761105,126.9768998
2020-07-14,양주시,장흥면행정복지센터,031-8082-7635,11520,경기도 양주시 장흥면 권율로 7,경기도 양주시 장흥면 일영리 137-2,37.71788509,126.9408766
2020-07-14,양주시,양주1동행정복지센터,031-8082-7706,11501,경기도 양주시 외미로64번길 45,경기도 양주시 남방동 119-4,37.7733586,127.0440739
2020-07-14,양주시,은남통합보건지소,031-8082-7180,11426,경기도 양주시 남면 화합로610번길 161-13,경기도 양주시 남면 상수리 204-11,37.87017502,127.0063074
2020-07-14,양주시,매곡보건진료소,031-8082-4850,11400,경기도 양주시 남면 휴암로443번길 29-4,경기도 양주시 남면 매곡리 305,37.8933298,126.9582108
2020-07-14,양주시,농업기술센터,031-8082-6104,11421,경기도 양주시 광적면 지섬로 162,경기도 양주시 광적면 광석리 278,37.82244338,126.9740864
2020-07-14,양주시,시립도서관-덕정도서관,031-8082-7420,11450,경기도 양주시 화합로1371번길 11,경기도 양주시 덕정동 151-53,37.84288075,127.0631866
2020-07-14,양주시,시립도서관-고읍도서관,031-8082-7440,11492,경기도 양주시 고읍남로 207,경기도 양주시 광사동 659,37.79169238,127.0847463
2020-07-14,양주시,은현면행정복지센터,031-8082-7545,11427,경기도 양주시 은현면 은현로 66,경기도 양주시 은현면 선암리 341-2,37.87509218,127.0243713
2020-04-08,김포시,장기본동행정복지센터,031-980-5221,10081,경기도 김포시 김포대로 1433,경기도 김포시 장기동 1338번지,37.65230893,126.671699
2020-04-08,김포시,풍무동행정복지센터,031-980-5384,10115,경기도 김포시 풍무로 74,경기도 김포시 풍무동 804번지,37.60214647,126.7220342
2020-04-08,김포시,장기동행정복지센터,031-980-5965,10088,경기도 김포시 김포한강2로 112,경기도 김포시 장기동 2055-2번지,37.63972679,126.6713337
2020-04-08,김포시,운양동행정복지센터,031-980-5811,10078,경기도 김포시 모담공원로 32,경기도 김포시 운양동 1326-1번지,37.65143782,126.6832166
2020-04-08,김포시,양곡도서관,031-5186-4830,10056,경기도 김포시 양촌읍 양곡4로197번길 40,경기도 김포시 양촌읍 양곡리 1240번지,37.6616235,126.6314373
2020-04-08,김포시,풍무도서관,031-5186-4870,10113,경기도 김포시 풍무로146번길 101(풍무동),경기도 김포시 풍무동 154-7번지,37.607539,126.729141
2020-04-08,김포시,평생학습관,031-980-5147,10109,경기도 김포시 사우중로3번길 13-17,경기도 김포시 사우동 262번지,37.6160720913,126.7143000090
2020-04-08,김포시,고촌읍행정복지센터,031-980-5265,10125,경기도 김포시 고촌읍 장차로 14,경기도 김포시 고촌읍 신곡리 530-1,37.60325127,126.7709616
2020-04-08,김포시,대곶면사무소,031-980-5327,10040,경기도 김포시 대곶면 율생중앙로 7-2,경기도 김포시 대곶면 율생리 530번지,37.64911886,126.582541
2020-04-08,김포시,하성면행정복지센터,031-980-5361,10011,경기도 김포시 하성면 애기봉로 845,경기도 김포시 하성면 마곡리 623-3번지,37.72017939,126.6313345
2020-04-08,김포시,사우동주민센터,031-980-5248,10108,경기도 김포시 돌문로 51,경기도 김포시 사우동 236-2번지,37.61930752,126.7167454
2020-04-08,김포시,구래동행정복지센터,031-980-5833,10071,경기도 김포시 김포한강9로115번길 25,경기도 김포시 구래동 6872-5번지,37.64647908,126.6236784
2020-04-08,김포시,마산동행정복지센터,031-5186-3158,10066,"경기도 김포시 김포한강3로 432, 골든하임 상가 1층",경기도 김포시 마산동 621-15번지 골든하임 상가 1층,37.6411175680,126.6440114201
2020-04-08,김포시,김포시청,031-980-2114,10109,경기도 김포시 사우중로 1,경기도 김포시 사우동 263-1번지,37.61522364,126.7157055
2020-04-08,김포시,경제국 임시청사,031-980-5011,10111,경기도 김포시 사우중로 108,경기도 김포시 사우동 922번지,37.6192103,126.718375
2020-04-08,김포시,보건소,031-980-5011,10111,경기도 김포시 사우중로 108,경기도 김포시 사우동 869번지,37.62371955,126.7231266
2020-04-08,김포시,농업기술센터,031-980-5081,10025,경기도 김포시 월곶면 오리정로 13,경기도 김포시 월곶면 갈산리 536-15번지,37.69481246,126.5561377
2020-04-08,김포시,상하수도사업소,031-980-5128,10123,경기도 김포시 고촌읍 신곡로 152,경기도 김포시 고촌읍 풍곡리 221번지,37.60642825,126.7628457
2020-04-08,김포시,장기도서관,031-5186-4680,10079,경기도 김포시 김포한강2로 42(장기동),경기도 김포시 장기동 2001-1번지,37.641871,126.676491
2020-04-08,김포시,중봉도서관,031-5186-4800,10106,경기도 김포시 봉화로130번길 26(북변동),경기도 김포시 북변동 226-37번지,37.6258068,126.7069315
2020-04-08,김포시,고촌도서관,031-5186-4850,10125,경기도 김포시 고촌읍 장차로 14,경기도 김포시 고촌읍 신곡리 530-1번지,37.6033599,126.7709609
2020-04-08,김포시,통진도서관,031-996-0750,10016,경기도 김포시 통진읍 조강로 132,경기도 김포시 통진읍 서암리 840-6번지,37.693983,126.5920603
2020-04-08,김포시,차량등록사업소,031-980-5166,10092,경기도 김포시 감암로 125,경기도 김포시 걸포동 1550-63번지,37.64340644,126.7081957
2020-04-08,김포시,통진읍행정복지센터,031-980-5302,10019,경기도 김포시 통진읍 김포대로 2250,경기도 김포시 통진읍 마송리 495번지,37.69065726,126.596332
2020-04-08,김포시,양촌읍행정복지센터,031-980-5286,10057,경기도 김포시 양촌읍 양곡1로68번길 37,경기도 김포시 양촌읍 양곡리 1554번지,37.65720336,126.6254299
2020-04-08,김포시,월곶면사무소,031-980-5345,10024,경기도 김포시 월곶면 군하로 263,경기도 김포시 월곶면 군하리 188-11번지,37.71516882,126.5527148
2020-04-08,김포시,김포본동행정복지센터,031-980-5201,10106,경기도 김포시 북변1로 13,경기도 김포시 북변동 703번지,37.62756683,126.7057395
2019-12-11,광명시,철산4동,02-2680-6611,14252,경기도 광명시 도덕공원로 60,경기도 광명시 철산동 489-2번지,37.474091,126.864502
2019-12-11,광명시,철산1동,02-2680-6608,14224,경기도 광명시 사성로 121,경기도 광명시 철산동 9-141번지,37.490742,126.867862
2019-12-11,광명시,광명시청,02-2680-2114,14234,경기도 광명시 시청로 20,경기도 광명시 철산동 222-1번지,37.479097,126.864846
2019-12-11,광명시,소하2동,02-2680-6617,14328,경기도 광명시 성채로 52,경기도 광명시 소하동 1383-1번지,37.432111,126.880211
2019-12-11,광명시,광명7동,02-2680-6607,14276,경기도 광명시 새터로 13,경기도 광명시 광명동 724-2번지,37.469411,126.853211
2019-12-11,광명시,광명5동,02-2680-6605,14284,경기도 광명시 너부대로35번길 20,경기도 광명시 광명동 170번지,37.478766,126.847512
2019-12-11,광명시,광명3동,02-2680-6603,14221,경기도 광명시 광명로928번길 18-20,경기도 광명시 광명동 136-8번지,37.480234,126.856934
2019-12-11,광명시,철산3동,02-2680-5201,14238,경기도 광명시 철산로 56,경기도 광명시 철산동 449-1번지,37.476947,126.872207
2019-12-11,광명시,광명4동,02-2680-6604,14266,경기도 광명시 광명로888번길 26-6,경기도 광명시 광명동 158-609번지,37.477134,126.856316
2019-12-11,광명시,광명6동,02-2680-6606,14295,경기도 광명시 광명로791번길 6,경기도 광명시 광명동 786번지,37.471088,126.848641
2019-12-11,광명시,하안4동,02-2680-6615,14247,경기도 광명시 안현로 54,경기도 광명시 하안동 30-2번지,37.465712,126.877729
2019-12-11,광명시,광명2동,02-2680-6602,14201,경기도 광명시 광명로 947,경기도 광명시 광명동 93-3번지,37.483358,126.855924
2019-12-11,광명시,하안3동,02-2680-6614,14309,경기도 광명시 금당로 28,경기도 광명시 하안동 260-1번지,37.458713,126.881621
2019-12-11,광명시,학온동,02-2680-6618,14339,경기도 광명시 서독로104번길 14,경기도 광명시 가학동 545-3번지,37.415459,126.851346
2019-12-11,광명시,소하1동,02-2680-6616,14315,경기도 광명시 소하로 25,경기도 광명시 소하동 1291번지,37.452222,126.884971
2019-12-11,광명시,하안1동,02-2680-6612,14258,경기도 광명시 오리로 747,경기도 광명시 하안동 684-2번지,37.465122,126.869133
2019-12-11,광명시,하안2동,02-2680-6613,14245,경기도 광명시 안현로 25,경기도 광명시 하안동 682-3번지,37.464703,126.874724
2015-09-18,구리시,구리시청,031-557-1010,471702,경기도 구리시 아차산로 439 (교문동),경기도 구리시 교문동 390-1번지,37.5944123,127.1307833
2015-09-18,구리시,수택3동,031-550-2608,471033,경기도 구리시 체육관로 74 (수택동),경기도 구리시 수택동 848번지,37.5915202,127.1386679
2015-09-18,구리시,수택1동,031-550-2606,471031,경기도 구리시 검배로93번길 35 (수택동),경기도 구리시 수택동 495-8번지,37.5964376,127.1491626
2015-09-18,구리시,수택2동,031-550-2607,471032,경기도 구리시 원수택로12번길 16 (수택동),경기도 구리시 수택동 445-28번지,37.5931907,127.1400932
2015-09-18,구리시,동구동,031-550-2602,471010,경기도 구리시 동구릉로148번길 25 (인창동),경기도 구리시 인창동 699-1번지,37.6117340,127.1393488
2015-09-18,구리시,인창동,031-550-2603,471010,경기도 구리시 응달말로 46 (인창동),경기도 구리시 인창동 576-6번지,37.6045311,127.1349912
2015-09-18,구리시,갈매동,031-550-2601,471858,,구리시 산마루로 1 (갈매동 256-14),37.6348,127.116307
2015-09-18,구리시,교문1동,031-550-2604,471021,경기도 구리시 경춘로 111 (교문동),경기도 구리시 교문동 262-4번지,37.6012308,127.1276697
2015-09-18,구리시,교문2동,031-550-2605,471022,경기도 구리시 장자대로 34 (교문동),경기도 구리시 교문동 821번지,37.5870637,127.1341580
